Symbol,Price~,Type,Strike,Expires,DTE,"Bid x Size","Ask x Size",Trade,Size,Side,Premium,Volume,"Open Int",IV,Delta,Code,*,Time
NVDA,181.956,Call,187.5,2025-10-24T16:30:00-05:00,8,"2.38 x 72","2.40 x 18",2.36,11950,bid,2820200,55019,9500,41.65%,0.32941370202305,MLAT,N/A,"13:44:31 ET"
PYPL,65.9691,Put,77.5,2025-10-17T16:30:00-05:00,1,"11.10 x 563","12.45 x 584",12.4,2270,mid,2814800,3560,521,298.48%,-0.8296585123,MLFT,ToOpen,"15:12:56 ET"
TTD,49.82,Put,65,2025-10-17T16:30:00-05:00,1,"13.50 x 602","15.35 x 35",14.25,1970,mid,2807200,2825,508,0.00%,0,MLFT,ToOpen,"15:13:22 ET"
MSTR,286.29,Put,352.5,2025-10-17T16:30:00-05:00,1,"64.70 x 39","68.25 x 33",68.25,410,ask,2798200,411,41,196.92%,-0.9757371143,MLFT,BuyToOpen,"15:04:02 ET"
BE,113.97,Call,55,2025-11-21T16:30:00-06:00,36,"57.90 x 75","60.40 x 78",59.5,470,mid,2796500,1039,5676,120.92%,0.98296659231904,AUTO,N/A,"13:07:00 ET"
QUBT,18.925,Put,19.5,2025-10-17T16:30:00-05:00,1,"1.00 x 21","1.10 x 130",1,27676,bid,2767600,28296,31493,168.36%,-0.615880546,MLAT,N/A,"14:41:52 ET"
TXN,174.15,Put,200,2025-10-17T16:30:00-05:00,1,"24.20 x 101","26.10 x 21",25.05,1100,mid,2755500,1100,166,0.00%,0,SLFT,ToOpen,"14:31:00 ET"
MSTR,287.62,Call,305,2025-10-24T16:30:00-05:00,8,"5.50 x 23","5.85 x 42",5.54,4923,mid,2727300,5928,2339,71.08%,0.30978165994919,MLAT,ToOpen,"12:26:49 ET"
MELI,2064.8701,Put,2300,2025-10-17T16:30:00-05:00,1,"225.70 x 16","252.70 x 15",227.15,120,mid,2725800,125,394,134.97%,-0.9321974156,MLFT,N/A,"09:41:46 ET"
ANF,70.62,Put,60,2025-12-19T16:30:00-06:00,64,"2.45 x 242","3.00 x 404",2.59,10499,mid,2719200,10511,78,63.16%,-0.2215025505,MLAT,ToOpen,"09:59:39 ET"
NVDA,183.155,Put,182.5,2025-10-24T16:30:00-05:00,8,"4.20 x 80","4.25 x 427",4.2,6464,bid,2714800,13537,3976,41.58%,-0.4599974266,AUTO,N/A,"10:37:16 ET"
ADBE,329.64,Put,385,2025-10-17T16:30:00-05:00,1,"51.85 x 27","56.85 x 15",54.15,500,mid,2707500,500,49,140.56%,-0.9813558671,SLFT,ToOpen,"14:36:43 ET"
SPOT,664.765,Put,730,2025-10-17T16:30:00-05:00,1,"61.35 x 10","67.65 x 20",67.56,400,mid,2702400,690,92,139.14%,-0.8941801773,MLFT,ToOpen,"15:02:26 ET"
CRWV,142.65,Call,145,2026-01-16T16:30:00-06:00,92,"23.65 x 121","24.25 x 73",24.25,1114,ask,2701400,3537,3045,85.77%,0.57960073740094,AUTO,N/A,"11:45:00 ET"
OXY,40.63,Put,60,2026-01-16T16:30:00-06:00,92,"17.25 x 972","20.00 x 793",18.73,1440,mid,2697100,2580,2999,0.00%,0,MLFT,N/A,"15:04:33 ET"
HIMS,62.45,Call,65,2025-10-24T16:30:00-05:00,8,"2.55 x 124","2.64 x 11",2.66,10000,ask,2660000,12404,3355,98.82%,0.42295838218568,MLAT,BuyToOpen,"10:45:46 ET"
TTD,49.9,Put,67.5,2025-10-17T16:30:00-05:00,1,"16.45 x 557","18.15 x 268",17.72,1500,mid,2658000,1500,842,314.74%,-0.9602007352,MLFT,ToOpen,"15:03:07 ET"
SJM,103.9802,Put,115,2025-10-17T16:30:00-05:00,1,"10.00 x 148","11.90 x 87",11.5,2310,mid,2656500,2310,1533,157.30%,-0.8814169904,MLFT,ToOpen,"15:03:35 ET"
LULU,163.79,Put,320,2025-12-19T16:30:00-06:00,64,"155.00 x 15","158.85 x 12",155,170,bid,2635000,270,14,95.80%,-0.9442517101,MLFT,SellToOpen,"14:50:33 ET"
LULU,165.03,Put,165,2025-10-24T16:30:00-05:00,8,"4.20 x 20","4.55 x 97",4.37,5999,mid,2621500,6077,533,45.68%,-0.4813199342,MLAT,ToOpen,"11:07:21 ET"
TTD,49.82,Put,62.5,2025-10-17T16:30:00-05:00,1,"10.95 x 591","12.90 x 106",12.9,2030,ask,2618700,2910,538,282.87%,-0.927584187,MLFT,BuyToOpen,"15:12:41 ET"
DRI,187.29,Put,220,2025-11-21T16:30:00-06:00,36,"31.30 x 15","34.10 x 13",32.7,800,mid,2616000,1600,95,0.00%,0,MLFT,N/A,"15:37:39 ET"
DRI,186.88,Put,220,2025-11-21T16:30:00-06:00,36,"31.30 x 11","34.10 x 11",32.7,800,mid,2616000,800,95,0.00%,0,MLFT,ToOpen,"14:35:54 ET"
GEV,600.1,Put,710,2025-10-17T16:30:00-05:00,1,"107.80 x 6","114.80 x 71",107.8,240,bid,2587200,240,19,171.74%,-0.9662894598,MLFT,SellToOpen,"14:52:11 ET"
BMNR,52.24,Put,85,2025-10-17T16:30:00-05:00,1,"31.45 x 1075","34.10 x 447",31.46,820,mid,2579700,910,202,360.51%,-0.9938434364,MLFT,ToOpen,"14:55:26 ET"
TTD,49.975,Put,62.5,2025-10-17T16:30:00-05:00,1,"11.55 x 595","13.30 x 60",12.7,2030,mid,2578100,4940,538,266.60%,-0.937459521,SLFT,N/A,"15:51:50 ET"
TEAM,149.79,Put,170,2025-10-17T16:30:00-05:00,1,"18.30 x 165","21.80 x 8",21.8,1180,ask,2572400,1190,291,237.94%,-0.8298888706,MLFT,BuyToOpen,"15:02:46 ET"
BABA,165.44,Call,140,2025-10-17T16:30:00-05:00,1,"24.10 x 210","27.20 x 15",25.72,1000,mid,2572000,1000,11099,187.86%,0.95967744365032,MFSL,N/A,"09:33:51 ET"
INTU,646.3,Put,720,2025-10-17T16:30:00-05:00,1,"71.60 x 14","75.60 x 55",73.4,350,mid,2569000,700,32,0.00%,0,SLFT,N/A,"15:56:19 ET"
NKE,66.795,Put,75,2025-10-17T16:30:00-05:00,1,"8.05 x 128","8.45 x 626",8.05,3190,bid,2567900,3240,2194,116.46%,-0.9694092911,MLFT,SellToOpen,"15:04:09 ET"
UNH,356.2,Put,550,2026-01-16T16:30:00-06:00,92,"190.00 x 49","196.45 x 50",196.45,130,ask,2553800,130,15,60.00%,-0.9092834565,MLFT,BuyToOpen,"15:01:16 ET"
AVGO,351.18,Put,430,2025-10-17T16:30:00-05:00,1,"77.30 x 64","80.50 x 11",77.3,330,bid,2550900,330,10,163.82%,-0.9902018102,MLFT,SellToOpen,"14:48:36 ET"
AMD,237.22,Call,155,2025-11-21T16:30:00-06:00,36,"83.95 x 193","84.95 x 199",84.72,300,mid,2541600,307,14566,85.57%,0.95848560674369,MLAT,N/A,"13:53:11 ET"
AXON,644.824,Put,790,2025-10-17T16:30:00-05:00,1,"140.00 x 4","149.00 x 3",149,170,ask,2533000,170,11,278.83%,-0.9063430787,MLFT,BuyToOpen,"14:54:40 ET"
NKE,66.84,Put,75,2025-10-17T16:30:00-05:00,1,"7.90 x 671","8.40 x 612",7.9,3190,bid,2520100,6431,2194,0.00%,0,SLFT,N/A,"15:58:33 ET"
DELL,157.74,Call,145,2027-12-17T16:30:00-06:00,792,"48.50 x 286","52.25 x 205",50.2,500,mid,2510000,500,783,48.36%,0.68743743278107,MLFT,N/A,"11:10:45 ET"
NFLX,1182.035,Put,1260,2025-10-17T16:30:00-05:00,1,"76.85 x 8","83.50 x 14",83.49,300,mid,2504700,3211,331,56.86%,-0.9847944817,MLFT,N/A,"15:00:34 ET"
CLSK,21.065,Call,15,2025-10-31T16:30:00-05:00,15,"6.35 x 301","6.65 x 520",6.35,3938,bid,2500600,4343,5009,137.09%,0.91417382589825,ISOI,N/A,"09:52:45 ET"
MLTX,9.855,Put,35,2025-10-17T16:30:00-05:00,1,"24.90 x 743","26.60 x 806",25,1000,mid,2500000,1000,1870,0.00%,0,SLCN,N/A,"10:03:38 ET"
UNH,355.25,Put,550,2026-01-16T16:30:00-06:00,92,"190.00 x 45","196.65 x 45",192.2,130,mid,2498600,260,15,0.00%,0,SLFT,N/A,"15:39:01 ET"
SNPS,437.95,Put,550,2025-10-17T16:30:00-05:00,1,"107.60 x 8","114.40 x 8",113.41,220,mid,2495000,221,21,264.00%,-0.9429991498,MLFT,ToOpen,"15:02:19 ET"
GEV,600.1,Put,700,2025-10-17T16:30:00-05:00,1,"97.30 x 6","105.00 x 88",103.95,240,mid,2494800,540,60,236.63%,-0.8812593907,MLFT,N/A,"14:52:11 ET"
MA,548.255,Put,600,2025-10-17T16:30:00-05:00,1,"48.90 x 24","53.95 x 21",48.9,510,bid,2493900,510,53,0.00%,0,MLFT,SellToOpen,"14:49:58 ET"
ADBE,328.02,Put,400,2025-10-17T16:30:00-05:00,1,"68.85 x 72","73.55 x 42",71.15,350,mid,2490200,1180,37,0.00%,0,SLFT,N/A,"15:45:34 ET"
RDDT,197.73,Put,235,2025-10-17T16:30:00-05:00,1,"35.00 x 107","38.25 x 159",38.25,650,ask,2486200,651,70,237.11%,-0.9081644074,MLFT,BuyToOpen,"15:02:04 ET"
MSFT,510.41,Put,535,2025-10-17T16:30:00-05:00,1,"23.80 x 187","26.65 x 199",25.61,970,mid,2484100,1032,177,73.30%,-0.8863500285,MLFT,ToOpen,"15:00:12 ET"
AAPL,245.525,Call,250,2025-11-21T16:30:00-06:00,36,"7.70 x 199","7.85 x 37",7.76,3200,mid,2483200,5519,26426,30.26%,0.45859189680043,MLCT,N/A,"14:25:03 ET"
MSTR,283.17,Call,500,2027-06-17T16:30:00-05:00,609,"48.70 x 32","50.35 x 29",49.65,500,mid,2482500,568,1584,65.54%,0.42960505407872,SLFT,N/A,"15:20:01 ET"
PYPL,65.9691,Put,76,2025-10-17T16:30:00-05:00,1,"9.65 x 550","10.90 x 422",10.9,2270,ask,2474300,3084,565,275.00%,-0.8188854249,MLFT,BuyToOpen,"15:12:56 ET"
FIG,58.62,Put,53,2025-10-24T16:30:00-05:00,8,"1.29 x 93","1.43 x 160",1.3,19000,mid,2470000,19306,203,103.66%,-0.2300457172,MLAT,ToOpen,"14:29:12 ET"
APO,121.045,Put,145,2025-10-17T16:30:00-05:00,1,"23.70 x 157","25.60 x 157",24.6,1000,mid,2460000,1720,136,248.98%,-0.9066546097,SLFT,ToOpen,"15:48:36 ET"
IREN,63.7604,Call,95,2025-12-19T16:30:00-06:00,64,"6.05 x 790","6.70 x 118",6.15,4000,mid,2460000,6812,7851,137.26%,0.34689277453949,TLCT,N/A,"11:44:41 ET"
NVDA,180.99,Put,182.5,2025-10-24T16:30:00-05:00,8,"5.45 x 31","5.50 x 420",5.5,4461,ask,2453500,30861,3976,44.13%,-0.5335635995,AUTO,N/A,"15:42:20 ET"
UPS,84.92,Put,95,2025-10-17T16:30:00-05:00,1,"9.25 x 363","11.25 x 29",10.2,2400,mid,2448000,2400,1617,127.24%,-0.9505584304,MLFT,ToOpen,"14:36:53 ET"
PG,149.825,Put,170,2025-10-17T16:30:00-05:00,1,"19.15 x 302","21.85 x 251",19.15,1270,bid,2432000,1570,43,146.64%,-0.946053318,MLFT,SellToOpen,"15:04:40 ET"
CAVA,63.4,Put,120,2025-10-17T16:30:00-05:00,1,"55.25 x 58","58.80 x 18",55.25,440,bid,2431000,440,10,669.36%,-0.95019582,MLFT,SellToOpen,"14:55:41 ET"
ENPH,37.64,Put,110,2026-01-16T16:30:00-06:00,92,"70.90 x 185","73.85 x 154",71.5,340,mid,2431000,340,96,109.25%,-0.9835238894,MLFT,ToOpen,"14:54:54 ET"
PM,156.4,Put,170,2025-10-17T16:30:00-05:00,1,"12.70 x 327","14.10 x 56",12.7,1910,bid,2425700,3110,441,0.00%,0,MLFT,SellToOpen,"15:01:15 ET"
CNC,35.56,Put,35,2025-10-24T16:30:00-05:00,8,"0.95 x 79","1.05 x 181",0.97,25000,mid,2425000,25006,301,59.64%,-0.4081488111,MLAT,ToOpen,"15:47:03 ET"
ORCL,307.99,Call,350,2026-01-16T16:30:00-06:00,92,"19.05 x 307","19.55 x 277",19.4,1250,mid,2425000,1625,6816,54.34%,0.38099842305254,SLCN,N/A,"11:19:00 ET"
APO,121.04,Put,145,2025-10-17T16:30:00-05:00,1,"22.10 x 232","25.90 x 239",24.2,1000,mid,2420000,2720,136,201.43%,-0.9516458363,SLFT,N/A,"15:57:24 ET"
IREN,63.06,Call,70,2025-12-19T16:30:00-06:00,64,"11.50 x 363","12.10 x 272",12.1,2000,ask,2420000,7712,13425,133.61%,0.54228626239246,MLCT,N/A,"12:02:25 ET"
BIDU,121.075,Put,134,2025-10-17T16:30:00-05:00,1,"12.15 x 62","13.70 x 17",13.7,1760,ask,2411200,1760,638,174.78%,-0.8560397055,MLFT,BuyToOpen,"14:48:54 ET"
ADBE,329.64,Put,400,2025-10-17T16:30:00-05:00,1,"66.15 x 26","72.80 x 24",68.85,350,mid,2409700,350,37,201.01%,-0.9631874043,SLFT,ToOpen,"14:36:43 ET"
STE,239.82,Put,260,2025-10-17T16:30:00-05:00,1,"19.60 x 7","21.80 x 9",21.7,1110,mid,2408700,1110,0,105.28%,-0.9249733033,MLFT,ToOpen,"15:02:31 ET"
RH,174.8483,Put,210,2025-10-17T16:30:00-05:00,1,"32.50 x 28","38.60 x 33",32.5,740,bid,2405000,740,141,214.58%,-0.9424814099,MLFT,SellToOpen,"15:04:02 ET"
ADBE,329.71,Put,400,2025-10-17T16:30:00-05:00,1,"68.85 x 19","72.80 x 70",72.8,330,ask,2402400,830,37,286.70%,-0.8874013901,MLFT,N/A,"14:47:54 ET"
HOOD,131.414,Put,123,2025-10-24T16:30:00-05:00,8,"2.36 x 486","2.70 x 566",2.4,10000,mid,2400000,10143,866,75.55%,-0.2563623758,MLCT,ToOpen,"15:21:50 ET"
PLTR,177.652,Put,130,2026-09-18T16:30:00-05:00,337,"15.85 x 27","16.10 x 166",16,1500,mid,2400000,1616,3250,63.56%,-0.1941727377,TLCT,N/A,"14:40:53 ET"
AMZN,213.82,Put,240,2025-10-17T16:30:00-05:00,1,"25.90 x 56","26.15 x 56",26.05,920,mid,2396600,1021,14,0.00%,0,MLFT,ToOpen,"15:45:24 ET"
APD,254.63,Put,290,2025-10-17T16:30:00-05:00,1,"34.10 x 5","37.40 x 5",34.1,700,bid,2387000,700,20,142.99%,-0.9555141497,MLFT,SellToOpen,"14:54:14 ET"
INTU,644.845,Put,720,2025-10-17T16:30:00-05:00,1,"72.60 x 22","79.40 x 56",79.19,300,mid,2375700,350,32,183.67%,-0.8639939554,MLFT,ToOpen,"14:51:29 ET"
TSLA,433.8014,Call,450,2025-10-24T16:30:00-05:00,8,"12.00 x 1963","12.05 x 47",12,1963,bid,2355600,5670,11558,72.93%,0.39076354948326,AUTO,N/A,"11:41:21 ET"
AAPL,245.7121,Put,275,2025-10-17T16:30:00-05:00,1,"28.75 x 355","29.65 x 357",29.3,800,mid,2344000,2900,101,86.20%,-0.994484329,MLFT,N/A,"14:40:45 ET"
INTC,37.305,Put,40,2025-11-21T16:30:00-06:00,36,"4.90 x 123","5.10 x 14",5.1,4589,ask,2340300,5059,921,74.34%,-0.5685917944,AUTO,BuyToOpen,"11:58:47 ET"
LCID,21.395,Call,22.5,2025-10-24T16:30:00-05:00,8,"0.49 x 48","0.53 x 5",0.52,45000,mid,2340000,45050,417,74.70%,0.34752518363269,MLAT,ToOpen,"12:27:25 ET"
RACE,393.24,Put,460,2025-10-17T16:30:00-05:00,1,"64.40 x 8","68.80 x 8",64.68,360,mid,2328400,4715,339,180.96%,-0.9462152012,MLFT,N/A,"15:04:25 ET"
FLUT,249.22,Put,280,2025-10-17T16:30:00-05:00,1,"29.40 x 13","32.00 x 11",29.41,790,mid,2323300,6030,342,0.00%,0,MLFT,N/A,"14:54:22 ET"
RCL,298.8355,Put,360,2025-10-17T16:30:00-05:00,1,"59.55 x 14","63.40 x 4",59.55,390,bid,2322400,391,13,174.46%,-0.9770830758,MLFT,SellToOpen,"15:04:12 ET"
ACN,235.52,Put,330,2025-11-21T16:30:00-06:00,36,"92.80 x 28","96.30 x 25",92.8,250,bid,2320000,575,33,52.05%,-0.9850093463,MLFT,N/A,"14:50:11 ET"
IBKR,69.57,Call,42.5,2026-01-16T16:30:00-06:00,92,"27.20 x 765","29.60 x 568",28.4,815,mid,2314600,815,1358,77.83%,0.92944205984243,MLFT,N/A,"12:10:03 ET"
ADP,280.24,Put,310,2025-10-17T16:30:00-05:00,1,"28.30 x 6","31.10 x 7",31.1,740,ask,2301400,740,2,159.43%,-0.8785026749,MLFT,BuyToOpen,"14:47:59 ET"
QURE,62.76,Call,40,2025-11-21T16:30:00-06:00,36,"21.60 x 44","24.30 x 43",23.01,1000,mid,2301000,1000,28,71.00%,0.98421618579332,MLCT,ToOpen,"10:13:37 ET"
IREN,62.0482,Call,70,2025-12-19T16:30:00-06:00,64,"10.90 x 378","11.50 x 52",11.5,2000,ask,2300000,12864,13425,137.89%,0.53687057065138,MLCT,N/A,"14:39:08 ET"
ALAB,164.19,Put,222.5,2025-10-17T16:30:00-05:00,1,"56.20 x 153","59.50 x 103",57.31,400,mid,2292400,5447,305,392.92%,-0.9154595142,MLFT,N/A,"15:13:33 ET"
SNPS,438.705,Put,520,2025-10-17T16:30:00-05:00,1,"79.10 x 15","86.00 x 24",81.8,280,mid,2290400,530,26,175.05%,-0.9650544948,MLFT,ToOpen,"15:45:12 ET"
PYPL,67.28,Put,77,2025-10-31T16:30:00-05:00,15,"10.00 x 604","10.75 x 416",10.44,2191,mid,2287400,2193,2198,66.42%,-0.8251038543,MLET,N/A,"11:18:44 ET"
MSTR,283.39,Put,265,2025-11-21T16:30:00-06:00,36,"17.75 x 94","17.80 x 24",17.75,1284,bid,2279100,1583,531,77.05%,-0.3400521286,AUTO,SellToOpen,"15:43:59 ET"
MP,84.4192,Put,77,2025-10-24T16:30:00-05:00,8,"2.80 x 52","3.10 x 68",2.84,8000,mid,2272000,8126,627,122.68%,-0.2737018708,MLAT,ToOpen,"14:33:08 ET"
UPS,85.43,Put,100,2025-10-17T16:30:00-05:00,1,"14.35 x 19","16.50 x 22",14.35,1580,bid,2267300,4130,58,268.07%,-0.8536286145,MLFT,N/A,"15:03:35 ET"
"Downloaded from Barchart.com as of 10-16-2025 03:25pm CDT"
